Host.h	Host.human	Host.mouse	Host.monkey	Parasite.p	Parasite.Pchabaudi	Parasite.Pvivax	Parasite.Pberghei	Parasite.Pfalciparum	Parasite.Pcoatneyi	Parasite.Pcynomolgi	Parasite.Pyoelii	Weight
h_OG0006489	ENSG00000071889	ENSMUSG00000031399	ENSMMUG00000009012	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	4
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	5
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	4
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	4
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	4
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	4
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	4
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006494	ENSG00000142208	ENSMUSG00000001729	ENSMMUG00000001044	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006503	ENSG00000133243	ENSMUSG00000003344	ENSMMUG00000006618	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006503	ENSG00000133243	ENSMUSG00000003344	ENSMMUG00000006618	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006503	ENSG00000133243	ENSMUSG00000003344	ENSMMUG00000006618	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006503	ENSG00000133243	ENSMUSG00000003344	ENSMMUG00000006618	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006510	ENSG00000080802	ENSMUSG00000038784	ENSMMUG00000016181	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006510	ENSG00000080802	ENSMUSG00000038784	ENSMMUG00000016181	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006510	ENSG00000080802	ENSMUSG00000038784	ENSMMUG00000016181	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006510	ENSG00000080802	ENSMUSG00000038784	ENSMMUG00000016181	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006511	ENSG00000171227	ENSMUSG00000050777	ENSMMUG00000040301	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006511	ENSG00000171227	ENSMUSG00000050777	ENSMMUG00000040301	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006511	ENSG00000171227	ENSMUSG00000050777	ENSMMUG00000040301	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006513	ENSG00000100522	ENSMUSG00000037722	ENSMMUG00000011571	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006515	ENSG00000039523	ENSMUSG00000038604	ENSMMUG00000017105	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006517	ENSG00000065882	ENSMUSG00000029174	ENSMMUG00000000237	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006521	ENSG00000187634	ENSMUSG00000096351	ENSMMUG00000005947	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006521	ENSG00000187634	ENSMUSG00000096351	ENSMMUG00000005947	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006524	ENSG00000158863	ENSMUSG00000022095	ENSMMUG00000013017	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006525	ENSG00000132305	ENSMUSG00000052337	ENSMMUG00000015824	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006529	ENSG00000186298	ENSMUSG00000004455	ENSMMUG00000013664	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006539	ENSG00000070759	ENSMUSG00000033985	ENSMMUG00000020083	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006539	ENSG00000070759	ENSMUSG00000033985	ENSMMUG00000020083	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006539	ENSG00000070759	ENSMUSG00000033985	ENSMMUG00000020083	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006539	ENSG00000070759	ENSMUSG00000033985	ENSMMUG00000020083	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006539	ENSG00000070759	ENSMUSG00000033985	ENSMMUG00000020083	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006540	ENSG00000197747	ENSMUSG00000041959	ENSMMUG00000045190	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006546	ENSG00000132773	ENSMUSG00000028688	ENSMMUG00000020081	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006546	ENSG00000132773	ENSMUSG00000028688	ENSMMUG00000020081	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006546	ENSG00000132773	ENSMUSG00000028688	ENSMMUG00000020081	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006548	ENSG00000105607	ENSMUSG00000003809	ENSMMUG00000007043	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006550	ENSG00000125246	ENSMUSG00000025545	ENSMMUG00000003558	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006550	ENSG00000125246	ENSMUSG00000025545	ENSMMUG00000003558	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006550	ENSG00000125246	ENSMUSG00000025545	ENSMMUG00000003558	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006551	ENSG00000146067	ENSMUSG00000021495	ENSMMUG00000016910	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006551	ENSG00000146067	ENSMUSG00000021495	ENSMMUG00000016910	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006551	ENSG00000146067	ENSMUSG00000021495	ENSMMUG00000016910	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006551	ENSG00000146067	ENSMUSG00000021495	ENSMMUG00000016910	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006551	ENSG00000146067	ENSMUSG00000021495	ENSMMUG00000016910	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006551	ENSG00000146067	ENSMUSG00000021495	ENSMMUG00000016910	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006555	ENSG00000161544	ENSMUSG00000020810	ENSMMUG00000021045	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006561	ENSG00000125166	ENSMUSG00000031672	ENSMMUG00000006000	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006576	ENSG00000143418	ENSMUSG00000015714	ENSMMUG00000023234	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006576	ENSG00000143418	ENSMUSG00000015714	ENSMMUG00000023234	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006576	ENSG00000143418	ENSMUSG00000015714	ENSMMUG00000023234	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006578	ENSG00000244187	ENSMUSG00000026939	ENSMMUG00000048231	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006578	ENSG00000244187	ENSMUSG00000026939	ENSMMUG00000048231	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
h_OG0006578	ENSG00000244187	ENSMUSG00000026939	ENSMMUG00000048231	p_OG0002131	PCHAS_122700	PVX_093550	PBANKA_122640	PF3D7_0804000	PCOAH_00001880	PCYB_012300	PY17X_1229600	3
