"Orthogroup"	"Pchabaudi"	"Pvivax"	"Pberghei"	"Pfalciparum"	"Pcoatneyi"	"Pcynomolgi"	"Pyoelii"
"p_OG0001934"	"PCHAS_120490"	"PVX_094495"	"PBANKA_120420"	"PF3D7_1006000"	"PCOAH_00022920"	"PCYB_081530"	"PY17X_1207400"
"p_OG0001935"	"PCHAS_120500"	"PVX_094500"	"PBANKA_120430"	"PF3D7_1006100"	"PCOAH_00022910"	"PCYB_081540"	"PY17X_1207500"
"p_OG0001936"	"PCHAS_120510"	"PVX_094505"	"PBANKA_120440"	"PF3D7_1006200"	"PCOAH_00022900"	"PCYB_081550"	"PY17X_1207600"
"p_OG0001937"	"PCHAS_120530"	"PVX_094515"	"PBANKA_120460"	"PF3D7_1006400"	"PCOAH_00022880"	"PCYB_081570"	"PY17X_1207800"
"p_OG0001938"	"PCHAS_120540"	"PVX_094520"	"PBANKA_120470"	"PF3D7_1006500"	"PCOAH_00022870"	"PCYB_081580"	"PY17X_1207900"
"p_OG0001939"	"PCHAS_120550"	"PVX_094525"	"PBANKA_120480"	"PF3D7_1006600"	"PCOAH_00022860"	"PCYB_081590"	"PY17X_1208000"
"p_OG0001940"	"PCHAS_120560"	"PVX_094530"	"PBANKA_120490"	"PF3D7_1006700"	"PCOAH_00022850"	"PCYB_081600"	"PY17X_1208100"
"p_OG0001941"	"PCHAS_120570"	"PVX_094535"	"PBANKA_120500"	"PF3D7_1006800"	"PCOAH_00022840"	"PCYB_081610"	"PY17X_1208200"
"p_OG0001942"	"PCHAS_120580"	"PVX_094540"	"PBANKA_120510"	"PF3D7_1006900"	"PCOAH_00022830"	"PCYB_081620"	"PY17X_1208300"
"p_OG0001943"	"PCHAS_120590"	"PVX_094545"	"PBANKA_120520"	"PF3D7_1007000"	"PCOAH_00022820"	"PCYB_081630"	"PY17X_1208400"
"p_OG0001944"	"PCHAS_120600"	"PVX_094550"	"PBANKA_120530"	"PF3D7_1007100"	"PCOAH_00022810"	"PCYB_081640"	"PY17X_1208500"
"p_OG0001945"	"PCHAS_120610"	"PVX_094555"	"PBANKA_120540"	"PF3D7_1007200"	"PCOAH_00022800"	"PCYB_081650"	"PY17X_1208600"
"p_OG0001946"	"PCHAS_120620"	"PVX_094560"	"PBANKA_120550"	"PF3D7_1007300"	"PCOAH_00022790"	"PCYB_081660"	"PY17X_1208700"
"p_OG0001947"	"PCHAS_120630"	"PVX_094565"	"PBANKA_120560"	"PF3D7_1007400"	"PCOAH_00022780"	"PCYB_081670"	"PY17X_1208800"
"p_OG0001948"	"PCHAS_120640"	"PVX_094570"	"PBANKA_120570"	"PF3D7_1007500"	"PCOAH_00022770"	"PCYB_081680"	"PY17X_1208900"
"p_OG0001949"	"PCHAS_120650"	"PVX_094575"	"PBANKA_120580"	"PF3D7_1007600"	"PCOAH_00022760"	"PCYB_081690"	"PY17X_1209000"
"p_OG0001950"	"PCHAS_120660"	"PVX_094580"	"PBANKA_120590"	"PF3D7_1007700"	"PCOAH_00022750"	"PCYB_081700"	"PY17X_1209100"
"p_OG0001951"	"PCHAS_120670"	"PVX_094585"	"PBANKA_120600"	"PF3D7_1007800"	"PCOAH_00022740"	"PCYB_081710"	"PY17X_1209200"
"p_OG0001952"	"PCHAS_120680"	"PVX_094590"	"PBANKA_120610"	"PF3D7_1007900"	"PCOAH_00022730"	"PCYB_081720"	"PY17X_1209300"
"p_OG0001953"	"PCHAS_120690"	"PVX_094595"	"PBANKA_120620"	"PF3D7_1008000"	"PCOAH_00022720"	"PCYB_081730"	"PY17X_1209400"
"p_OG0001954"	"PCHAS_120700"	"PVX_094600"	"PBANKA_120630"	"PF3D7_1008100"	"PCOAH_00022710"	"PCYB_081740"	"PY17X_1209500"
"p_OG0001955"	"PCHAS_120710"	"PVX_094605"	"PBANKA_120640"	"PF3D7_1008200"	"PCOAH_00022700"	"PCYB_081750"	"PY17X_1209600"
"p_OG0001956"	"PCHAS_120730"	"PVX_094615"	"PBANKA_120660"	"PF3D7_1008400"	"PCOAH_00022680"	"PCYB_081770"	"PY17X_1209800"
"p_OG0001957"	"PCHAS_120740"	"PVX_094620"	"PBANKA_120670"	"PF3D7_1008500"	"PCOAH_00022670"	"PCYB_081780"	"PY17X_1209900"
"p_OG0001958"	"PCHAS_120750"	"PVX_094625"	"PBANKA_120680"	"PF3D7_1008600"	"PCOAH_00022660"	"PCYB_081790"	"PY17X_1210000"
"p_OG0001959"	"PCHAS_120760"	"PVX_094635"	"PBANKA_120690"	"PF3D7_1008700"	"PCOAH_00022650"	"PCYB_081800"	"PY17X_1210100"
"p_OG0001960"	"PCHAS_120770"	"PVX_094640"	"PBANKA_120700"	"PF3D7_1008800"	"PCOAH_00022630"	"PCYB_081810"	"PY17X_1210200"
"p_OG0001961"	"PCHAS_120790"	"PVX_094660"	"PBANKA_120720"	"PF3D7_1008900"	"PCOAH_00022600"	"PCYB_081850"	"PY17X_1210400"
"p_OG0001962"	"PCHAS_120800"	"PVX_094665"	"PBANKA_120730"	"PF3D7_1009000"	"PCOAH_00022590"	"PCYB_081860"	"PY17X_1210500"
"p_OG0001963"	"PCHAS_120820"	"PVX_094675"	"PBANKA_120750"	"PF3D7_1009200"	"PCOAH_00022580"	"PCYB_081880"	"PY17X_1210700"
"p_OG0001964"	"PCHAS_120830"	"PVX_094680"	"PBANKA_120760"	"PF3D7_1009300"	"PCOAH_00022570"	"PCYB_081890"	"PY17X_1210800"
"p_OG0001965"	"PCHAS_120840"	"PVX_094685"	"PBANKA_120770"	"PF3D7_1009400"	"PCOAH_00022560"	"PCYB_081900"	"PY17X_1210900"
"p_OG0001966"	"PCHAS_120850"	"PVX_094690"	"PBANKA_120780"	"PF3D7_1009500"	"PCOAH_00022550"	"PCYB_081910"	"PY17X_1211000"
"p_OG0001967"	"PCHAS_120860"	"PVX_094695"	"PBANKA_120790"	"PF3D7_1009600"	"PCOAH_00022540"	"PCYB_081920"	"PY17X_1211100"
"p_OG0001968"	"PCHAS_120870"	"PVX_094700"	"PBANKA_120800"	"PF3D7_1009700"	"PCOAH_00022530"	"PCYB_081930"	"PY17X_1211200"
"p_OG0001969"	"PCHAS_120880"	"PVX_094705"	"PBANKA_120810"	"PF3D7_1009800"	"PCOAH_00022520"	"PCYB_081940"	"PY17X_1211300"
"p_OG0001970"	"PCHAS_120900"	"PVX_094715"	"PBANKA_120830"	"PF3D7_1009900"	"PCOAH_00022500"	"PCYB_081970"	"PY17X_1211500"
"p_OG0001971"	"PCHAS_120910"	"PVX_094720"	"PBANKA_120840"	"PF3D7_1010000"	"PCOAH_00022490"	"PCYB_081980"	"PY17X_1211600"
"p_OG0001972"	"PCHAS_120920"	"PVX_094725"	"PBANKA_120850"	"PF3D7_1010100"	"PCOAH_00022480"	"PCYB_081990"	"PY17X_1211700"
"p_OG0001973"	"PCHAS_120930"	"PVX_094730"	"PBANKA_120860"	"PF3D7_1010200"	"PCOAH_00022470"	"PCYB_082000"	"PY17X_1211800"
"p_OG0001974"	"PCHAS_120940"	"PVX_094735"	"PBANKA_120870"	"PF3D7_1010300"	"PCOAH_00022460"	"PCYB_082010"	"PY17X_1211900"
"p_OG0001975"	"PCHAS_120950"	"PVX_094740"	"PBANKA_120880"	"PF3D7_1010400"	"PCOAH_00022450"	"PCYB_082020"	"PY17X_1212000"
"p_OG0001976"	"PCHAS_120960"	"PVX_094745"	"PBANKA_120890"	"PF3D7_1010500"	"PCOAH_00022440"	"PCYB_082030"	"PY17X_1212100"
"p_OG0001977"	"PCHAS_120970"	"PVX_094750"	"PBANKA_120900"	"PF3D7_1010600"	"PCOAH_00022430"	"PCYB_082040"	"PY17X_1212200"
"p_OG0001978"	"PCHAS_120980"	"PVX_094755"	"PBANKA_120910"	"PF3D7_1010700"	"PCOAH_00022420"	"PCYB_082050"	"PY17X_1212300"
"p_OG0001979"	"PCHAS_120990"	"PVX_094760"	"PBANKA_120920"	"PF3D7_1010800"	"PCOAH_00022410"	"PCYB_082060"	"PY17X_1212400"
"p_OG0001980"	"PCHAS_121000"	"PVX_094765"	"PBANKA_120930"	"PF3D7_1010900"	"PCOAH_00022400"	"PCYB_082070"	"PY17X_1212500"
"p_OG0001981"	"PCHAS_121010"	"PVX_094770"	"PBANKA_120940"	"PF3D7_1011000"	"PCOAH_00022390"	"PCYB_082080"	"PY17X_1212600"
"p_OG0001982"	"PCHAS_121020"	"PVX_094775"	"PBANKA_120950"	"PF3D7_1011100"	"PCOAH_00022380"	"PCYB_082090"	"PY17X_1212700"
"p_OG0001983"	"PCHAS_121040"	"PVX_094785"	"PBANKA_120970"	"PF3D7_1011300"	"PCOAH_00022360"	"PCYB_082110"	"PY17X_1212900"
"p_OG0001984"	"PCHAS_121050"	"PVX_094790"	"PBANKA_120980"	"PF3D7_1011400"	"PCOAH_00022350"	"PCYB_082120"	"PY17X_1213000"
"p_OG0001985"	"PCHAS_121060"	"PVX_094795"	"PBANKA_120990"	"PF3D7_1011500"	"PCOAH_00022340"	"PCYB_082130"	"PY17X_1213100"
"p_OG0001986"	"PCHAS_121070"	"PVX_094800"	"PBANKA_121000"	"PF3D7_1011600"	"PCOAH_00022330"	"PCYB_082140"	"PY17X_1213200"
"p_OG0001987"	"PCHAS_121080"	"PVX_094805"	"PBANKA_121010"	"PF3D7_1011700"	"PCOAH_00022320"	"PCYB_082150"	"PY17X_1213300"
"p_OG0001988"	"PCHAS_121090"	"PVX_094810"	"PBANKA_121020"	"PF3D7_1011800"	"PCOAH_00022310"	"PCYB_082160"	"PY17X_1213400"
"p_OG0001989"	"PCHAS_121100"	"PVX_094815"	"PBANKA_121030"	"PF3D7_1011900"	"PCOAH_00022300"	"PCYB_082170"	"PY17X_1213500"
"p_OG0001990"	"PCHAS_121110"	"PVX_094820"	"PBANKA_121040"	"PF3D7_1012000"	"PCOAH_00022290"	"PCYB_082180"	"PY17X_1213600"
"p_OG0001991"	"PCHAS_121120"	"PVX_094825"	"PBANKA_121050"	"PF3D7_1012100"	"PCOAH_00022280"	"PCYB_082190"	"PY17X_1213700"
"p_OG0001992"	"PCHAS_121130"	"PVX_094830"	"PBANKA_121060"	"PF3D7_1012200"	"PCOAH_00022270"	"PCYB_082200"	"PY17X_1213800"
"p_OG0001993"	"PCHAS_121140"	"PVX_094835"	"PBANKA_121070"	"PF3D7_1012300"	"PCOAH_00022260"	"PCYB_082210"	"PY17X_1213900"
"p_OG0001994"	"PCHAS_121150"	"PVX_094840"	"PBANKA_121080"	"PF3D7_1012400"	"PCOAH_00022250"	"PCYB_082220"	"PY17X_1214000"
"p_OG0001995"	"PCHAS_121160"	"PVX_094845"	"PBANKA_121090"	"PF3D7_1012500"	"PCOAH_00022240"	"PCYB_082230"	"PY17X_1214100"
"p_OG0001996"	"PCHAS_121170"	"PVX_094850"	"PBANKA_121100"	"PF3D7_1012600"	"PCOAH_00022230"	"PCYB_082240"	"PY17X_1214200"
"p_OG0001997"	"PCHAS_121180"	"PVX_094855"	"PBANKA_121110"	"PF3D7_1012700"	"PCOAH_00022220"	"PCYB_082250"	"PY17X_1214300"
"p_OG0001998"	"PCHAS_121190"	"PVX_094860"	"PBANKA_121120"	"PF3D7_1012800"	"PCOAH_00022210"	"PCYB_082260"	"PY17X_1214400"
"p_OG0001999"	"PCHAS_121200"	"PVX_094865"	"PBANKA_121130"	"PF3D7_1012900"	"PCOAH_00022200"	"PCYB_082270"	"PY17X_1214500"
"p_OG0002000"	"PCHAS_121210"	"PVX_094870"	"PBANKA_121140"	"PF3D7_1013000"	"PCOAH_00022190"	"PCYB_082280"	"PY17X_1214600"
"p_OG0002001"	"PCHAS_121220"	"PVX_094875"	"PBANKA_121150"	"PF3D7_1013100"	"PCOAH_00022180"	"PCYB_082290"	"PY17X_1214700"
"p_OG0002002"	"PCHAS_121230"	"PVX_094880"	"PBANKA_121160"	"PF3D7_1013200"	"PCOAH_00022170"	"PCYB_082300"	"PY17X_1214800"
"p_OG0002003"	"PCHAS_121240"	"PVX_094885"	"PBANKA_121170"	"PF3D7_1013300"	"PCOAH_00022160"	"PCYB_082310"	"PY17X_1214900"
"p_OG0002004"	"PCHAS_121250"	"PVX_094890"	"PBANKA_121180"	"PF3D7_1013400"	"PCOAH_00022150"	"PCYB_082320"	"PY17X_1215000"
"p_OG0002005"	"PCHAS_121260"	"PVX_094895"	"PBANKA_121190"	"PF3D7_1013500"	"PCOAH_00022140"	"PCYB_082330"	"PY17X_1215100"
"p_OG0002006"	"PCHAS_121270"	"PVX_094900"	"PBANKA_121200"	"PF3D7_1013600"	"PCOAH_00022130"	"PCYB_082340"	"PY17X_1215200"
"p_OG0002007"	"PCHAS_121280"	"PVX_094902"	"PBANKA_121210"	"PF3D7_1013700"	"PCOAH_00022120"	"PCYB_082350"	"PY17X_1215300"
"p_OG0002008"	"PCHAS_121290"	"PVX_094905"	"PBANKA_121220"	"PF3D7_1013800"	"PCOAH_00022110"	"PCYB_082360"	"PY17X_1215400"
"p_OG0002009"	"PCHAS_121300"	"PVX_094910"	"PBANKA_121230"	"PF3D7_1013900"	"PCOAH_00022100"	"PCYB_082370"	"PY17X_1215500"
"p_OG0002010"	"PCHAS_121310"	"PVX_094915"	"PBANKA_121240"	"PF3D7_1014000"	"PCOAH_00022090"	"PCYB_082380"	"PY17X_1215600"
"p_OG0002011"	"PCHAS_121320"	"PVX_094920"	"PBANKA_121250"	"PF3D7_1014100"	"PCOAH_00022060"	"PCYB_082390"	"PY17X_1215700"
"p_OG0002012"	"PCHAS_121330"	"PVX_094925"	"PBANKA_121260"	"PF3D7_1014200"	"PCOAH_00022050"	"PCYB_082400"	"PY17X_1215800"
"p_OG0002013"	"PCHAS_121340"	"PVX_094930"	"PBANKA_121270"	"PF3D7_1014300"	"PCOAH_00022030"	"PCYB_082410"	"PY17X_1215900"
"p_OG0002014"	"PCHAS_121350"	"PVX_094935"	"PBANKA_121280"	"PF3D7_1014400"	"PCOAH_00022020"	"PCYB_082420"	"PY17X_1216000"
"p_OG0002015"	"PCHAS_121360"	"PVX_094940"	"PBANKA_121290"	"PF3D7_1014500"	"PCOAH_00022010"	"PCYB_082430"	"PY17X_1216100"
"p_OG0002016"	"PCHAS_121370"	"PVX_094945"	"PBANKA_121300"	"PF3D7_1014600"	"PCOAH_00022000"	"PCYB_082440"	"PY17X_1216200"
"p_OG0002017"	"PCHAS_121380"	"PVX_094950"	"PBANKA_121310"	"PF3D7_1014700"	"PCOAH_00021990"	"PCYB_082450"	"PY17X_1216300"
"p_OG0002018"	"PCHAS_121390"	"PVX_094955"	"PBANKA_121320"	"PF3D7_1014800"	"PCOAH_00021980"	"PCYB_082460"	"PY17X_1216400"
"p_OG0002019"	"PCHAS_121400"	"PVX_094965"	"PBANKA_121330"	"PF3D7_1014900"	"PCOAH_00021970"	"PCYB_082470"	"PY17X_1216500"
"p_OG0002020"	"PCHAS_121410"	"PVX_094970"	"PBANKA_121340"	"PF3D7_1015000"	"PCOAH_00021960"	"PCYB_082480"	"PY17X_1216600"
"p_OG0002021"	"PCHAS_121420"	"PVX_094975"	"PBANKA_121350"	"PF3D7_1015100"	"PCOAH_00021950"	"PCYB_082490"	"PY17X_1216700"
"p_OG0002022"	"PCHAS_121440"	"PVX_094985"	"PBANKA_121370"	"PF3D7_1015300"	"PCOAH_00021930"	"PCYB_082510"	"PY17X_1216900"
"p_OG0002023"	"PCHAS_121450"	"PVX_094990"	"PBANKA_121380"	"PF3D7_1015400"	"PCOAH_00021920"	"PCYB_082520"	"PY17X_1217000"
"p_OG0002024"	"PCHAS_121460"	"PVX_094995"	"PBANKA_121390"	"PF3D7_1015500"	"PCOAH_00021910"	"PCYB_082530"	"PY17X_1217100"
"p_OG0002025"	"PCHAS_121470"	"PVX_095000"	"PBANKA_121400"	"PF3D7_1015600"	"PCOAH_00021900"	"PCYB_082540"	"PY17X_1217200"
"p_OG0002026"	"PCHAS_121490"	"PVX_095010"	"PBANKA_121420"	"PF3D7_1015800"	"PCOAH_00021880"	"PCYB_082560"	"PY17X_1217400"
"p_OG0002027"	"PCHAS_121500"	"PVX_095015"	"PBANKA_121430"	"PF3D7_1015900"	"PCOAH_00021850"	"PCYB_082570"	"PY17X_1217500"
"p_OG0002028"	"PCHAS_121510"	"PVX_095020"	"PBANKA_121440"	"PF3D7_1016000"	"PCOAH_00021840"	"PCYB_082580"	"PY17X_1217600"
"p_OG0002029"	"PCHAS_121520"	"PVX_095025"	"PBANKA_121450"	"PF3D7_1016100"	"PCOAH_00021830"	"PCYB_082590"	"PY17X_1217700"
"p_OG0002030"	"PCHAS_121530"	"PVX_095030"	"PBANKA_121460"	"PF3D7_1016200"	"PCOAH_00021820"	"PCYB_082600"	"PY17X_1217800"
"p_OG0002031"	"PCHAS_121540"	"PVX_095035"	"PBANKA_121470"	"PF3D7_0323800"	"PCOAH_00021810"	"PCYB_002450"	"PY17X_1217900"
"p_OG0002032"	"PCHAS_121550"	"PVX_095040"	"PBANKA_121480"	"PF3D7_0323700"	"PCOAH_00021800"	"PCYB_082610"	"PY17X_1218000"
"p_OG0002033"	"PCHAS_121560"	"PVX_095045"	"PBANKA_121490"	"PF3D7_0323600"	"PCOAH_00021790"	"PCYB_082620"	"PY17X_1218100"
"p_OG0002034"	"PCHAS_121570"	"PVX_095050"	"PBANKA_121500"	"PF3D7_0323500"	"PCOAH_00021780"	"PCYB_082630"	"PY17X_1218200"
"p_OG0002035"	"PCHAS_121580"	"PVX_095055"	"PBANKA_121510"	"PF3D7_0323400"	"PCOAH_00021770"	"PCYB_082640"	"PY17X_1218300"
"p_OG0002036"	"PCHAS_121590"	"PVX_095060"	"PBANKA_121520"	"PF3D7_0323300"	"PCOAH_00021760"	"PCYB_082650"	"PY17X_1218400"
"p_OG0002037"	"PCHAS_121600"	"PVX_095065"	"PBANKA_121530"	"PF3D7_0323200"	"PCOAH_00021750"	"PCYB_082660"	"PY17X_1218500"
"p_OG0002038"	"PCHAS_121610"	"PVX_095070"	"PBANKA_121540"	"PF3D7_0323100"	"PCOAH_00021730"	"PCYB_082670"	"PY17X_1218600"
"p_OG0002039"	"PCHAS_121630"	"PVX_095080"	"PBANKA_121560"	"PF3D7_0322900"	"PCOAH_00021720"	"PCYB_082690"	"PY17X_1218800"
"p_OG0002040"	"PCHAS_121640"	"PVX_095085"	"PBANKA_121570"	"PF3D7_0322800"	"PCOAH_00021710"	"PCYB_082700"	"PY17X_1218900"
"p_OG0002041"	"PCHAS_121650"	"PVX_095095"	"PBANKA_121580"	"PF3D7_0322700"	"PCOAH_00021700"	"PCYB_082710"	"PY17X_1219000"
"p_OG0002042"	"PCHAS_121660"	"PVX_095100"	"PBANKA_121590"	"PF3D7_0322600"	"PCOAH_00021690"	"PCYB_082720"	"PY17X_1219100"
"p_OG0002043"	"PCHAS_121670"	"PVX_095105"	"PBANKA_121600"	"PF3D7_0322500"	"PCOAH_00021680"	"PCYB_082730"	"PY17X_1219200"
"p_OG0002044"	"PCHAS_121680"	"PVX_095115"	"PBANKA_121610"	"PF3D7_0322400"	"PCOAH_00021670"	"PCYB_082740"	"PY17X_1219300"
"p_OG0002045"	"PCHAS_121690"	"PVX_095120"	"PBANKA_121620"	"PF3D7_0322300"	"PCOAH_00021660"	"PCYB_082750"	"PY17X_1219400"
"p_OG0002046"	"PCHAS_121700"	"PVX_095125"	"PBANKA_121630"	"PF3D7_0322200"	"PCOAH_00021650"	"PCYB_082760"	"PY17X_1219500"
"p_OG0002047"	"PCHAS_121710"	"PVX_095130"	"PBANKA_121640"	"PF3D7_0322100"	"PCOAH_00021640"	"PCYB_082770"	"PY17X_1219600"
"p_OG0002048"	"PCHAS_121730"	"PVX_095140"	"PBANKA_121660"	"PF3D7_0321900"	"PCOAH_00021620"	"PCYB_082790"	"PY17X_1219800"
"p_OG0002049"	"PCHAS_121740"	"PVX_095145"	"PBANKA_121670"	"PF3D7_0321800"	"PCOAH_00021610"	"PCYB_082800"	"PY17X_1219900"
"p_OG0002050"	"PCHAS_121750"	"PVX_095150"	"PBANKA_121680"	"PF3D7_0321700"	"PCOAH_00021600"	"PCYB_082810"	"PY17X_1220000"
"p_OG0002051"	"PCHAS_121760"	"PVX_095155"	"PBANKA_121690"	"PF3D7_0321600"	"PCOAH_00021590"	"PCYB_082820"	"PY17X_1220100"
"p_OG0002052"	"PCHAS_121770"	"PVX_095160"	"PBANKA_121700"	"PF3D7_0321500"	"PCOAH_00021580"	"PCYB_082830"	"PY17X_1220200"
"p_OG0002053"	"PCHAS_121780"	"PVX_095165"	"PBANKA_121710"	"PF3D7_0321400"	"PCOAH_00021570"	"PCYB_082840"	"PY17X_1220300"
"p_OG0002054"	"PCHAS_121790"	"PVX_095170"	"PBANKA_121720"	"PF3D7_0321300"	"PCOAH_00021560"	"PCYB_082850"	"PY17X_1220400"
"p_OG0002055"	"PCHAS_121800"	"PVX_095175"	"PBANKA_121730"	"PF3D7_0321200"	"PCOAH_00021550"	"PCYB_082860"	"PY17X_1220500"
"p_OG0002056"	"PCHAS_121810"	"PVX_095180"	"PBANKA_121740"	"PF3D7_0321100"	"PCOAH_00021540"	"PCYB_082870"	"PY17X_1220600"
"p_OG0002057"	"PCHAS_121820"	"PVX_095185"	"PBANKA_121750"	"PF3D7_0321000"	"PCOAH_00021530"	"PCYB_082880"	"PY17X_1220700"
"p_OG0002058"	"PCHAS_121830"	"PVX_095190"	"PBANKA_121760"	"PF3D7_0320900"	"PCOAH_00021520"	"PCYB_082890"	"PY17X_1220800"
"p_OG0002059"	"PCHAS_121840"	"PVX_095195"	"PBANKA_121770"	"PF3D7_0320800"	"PCOAH_00021510"	"PCYB_082900"	"PY17X_1220900"
"p_OG0002060"	"PCHAS_121850"	"PVX_095200"	"PBANKA_121780"	"PF3D7_0320700"	"PCOAH_00021500"	"PCYB_082910"	"PY17X_1221000"
"p_OG0002061"	"PCHAS_121860"	"PVX_095205"	"PBANKA_121790"	"PF3D7_0320600"	"PCOAH_00021490"	"PCYB_082920"	"PY17X_1221100"
"p_OG0002062"	"PCHAS_121870"	"PVX_095210"	"PBANKA_121800"	"PF3D7_0320500"	"PCOAH_00021480"	"PCYB_082930"	"PY17X_1221200"
"p_OG0002063"	"PCHAS_121880"	"PVX_095215"	"PBANKA_121810"	"PF3D7_0320400"	"PCOAH_00021470"	"PCYB_082940"	"PY17X_1221300"
"p_OG0002064"	"PCHAS_121890"	"PVX_095220"	"PBANKA_121820"	"PF3D7_0320300"	"PCOAH_00021460"	"PCYB_082950"	"PY17X_1221400"
"p_OG0002065"	"PCHAS_121900"	"PVX_095225"	"PBANKA_121830"	"PF3D7_0320200"	"PCOAH_00021450"	"PCYB_082960"	"PY17X_1221500"
"p_OG0002066"	"PCHAS_121920"	"PVX_095235"	"PBANKA_121850"	"PF3D7_0320000"	"PCOAH_00021440"	"PCYB_082980"	"PY17X_1221700"
"p_OG0002067"	"PCHAS_121930"	"PVX_095240"	"PBANKA_121860"	"PF3D7_0319900"	"PCOAH_00021430"	"PCYB_082990"	"PY17X_1221800"
"p_OG0002068"	"PCHAS_121940"	"PVX_095245"	"PBANKA_121870"	"PF3D7_0319800"	"PCOAH_00021420"	"PCYB_083000"	"PY17X_1221900"
"p_OG0002069"	"PCHAS_121950"	"PVX_095250"	"PBANKA_121880"	"PF3D7_0319700"	"PCOAH_00021410"	"PCYB_083010"	"PY17X_1222000"
"p_OG0002070"	"PCHAS_121960"	"PVX_095255"	"PBANKA_121890"	"PF3D7_0319600"	"PCOAH_00021400"	"PCYB_083020"	"PY17X_1222100"
"p_OG0002071"	"PCHAS_121970"	"PVX_087955"	"PBANKA_121900"	"PF3D7_0708500"	"PCOAH_00000800"	"PCYB_011560"	"PY17X_1222200"
"p_OG0002072"	"PCHAS_121980"	"PVX_087960"	"PBANKA_121910"	"PF3D7_0708600"	"PCOAH_00000810"	"PCYB_011570"	"PY17X_1222300"
"p_OG0002073"	"PCHAS_121990"	"PVX_087965"	"PBANKA_121920"	"PF3D7_0708700"	"PCOAH_00000820"	"PCYB_011580"	"PY17X_1222400"
"p_OG0002074"	"PCHAS_122000"	"PVX_087970"	"PBANKA_121930"	"PF3D7_0708800"	"PCOAH_00000830"	"PCYB_011590"	"PY17X_1222500"
"p_OG0002075"	"PCHAS_122010"	"PVX_087975"	"PBANKA_121940"	"PF3D7_0708900"	"PCOAH_00000840"	"PCYB_011600"	"PY17X_1222600"
"p_OG0002076"	"PCHAS_122020"	"PVX_087980"	"PBANKA_121950"	"PF3D7_0709000"	"PCOAH_00000850"	"PCYB_011610"	"PY17X_1222700"
"p_OG0002077"	"PCHAS_122030"	"PVX_087985"	"PBANKA_121960"	"PF3D7_0709100"	"PCOAH_00000860"	"PCYB_011620"	"PY17X_1222800"
"p_OG0002078"	"PCHAS_122050"	"PVX_087995"	"PBANKA_121980"	"PF3D7_0709300"	"PCOAH_00000870"	"PCYB_011640"	"PY17X_1223000"
"p_OG0002079"	"PCHAS_122060"	"PVX_088000"	"PBANKA_121990"	"PF3D7_0709400"	"PCOAH_00000880"	"PCYB_011650"	"PY17X_1223100"
"p_OG0002080"	"PCHAS_122070"	"PVX_088005"	"PBANKA_122000"	"PF3D7_0709500"	"PCOAH_00000890"	"PCYB_011660"	"PY17X_1223200"
"p_OG0002081"	"PCHAS_122110"	"PVX_088020"	"PBANKA_122040"	"PF3D7_0709800"	"PCOAH_00000980"	"PCYB_011700"	"PY17X_1223600"
"p_OG0002082"	"PCHAS_122130"	"PVX_088035"	"PBANKA_122060"	"PF3D7_0710000"	"PCOAH_00001000"	"PCYB_011720"	"PY17X_1223800"
"p_OG0002083"	"PCHAS_122140"	"PVX_088040"	"PBANKA_122070"	"PF3D7_0710100"	"PCOAH_00001010"	"PCYB_011730"	"PY17X_1223900"
"p_OG0002084"	"PCHAS_122150"	"PVX_088045"	"PBANKA_122080"	"PF3D7_0710200"	"PCOAH_00001020"	"PCYB_011740"	"PY17X_1224000"
"p_OG0002085"	"PCHAS_122160"	"PVX_088050"	"PBANKA_122090"	"PF3D7_0710300"	"PCOAH_00001050"	"PCYB_011750"	"PY17X_1224100"
"p_OG0002086"	"PCHAS_122170"	"PVX_088055"	"PBANKA_122100"	"PF3D7_0710400"	"PCOAH_00001060"	"PCYB_011760"	"PY17X_1224200"
"p_OG0002087"	"PCHAS_122180"	"PVX_088060"	"PBANKA_122110"	"PF3D7_0710500"	"PCOAH_00001070"	"PCYB_011770"	"PY17X_1224300"
"p_OG0002088"	"PCHAS_122190"	"PVX_088065"	"PBANKA_122120"	"PF3D7_0710600"	"PCOAH_00001080"	"PCYB_011780"	"PY17X_1224400"
"p_OG0002089"	"PCHAS_122200"	"PVX_088070"	"PBANKA_122130"	"PF3D7_0710700"	"PCOAH_00001090"	"PCYB_011790"	"PY17X_1224500"
"p_OG0002090"	"PCHAS_122210"	"PVX_088075"	"PBANKA_122140"	"PF3D7_0710800"	"PCOAH_00001100"	"PCYB_011800"	"PY17X_1224600"
"p_OG0002091"	"PCHAS_122220"	"PVX_088080"	"PBANKA_122150"	"PF3D7_0710900"	"PCOAH_00001110"	"PCYB_011810"	"PY17X_1224700"
"p_OG0002092"	"PCHAS_122240"	"PVX_088090"	"PBANKA_122170"	"PF3D7_0711100"	"PCOAH_00001130"	"PCYB_011830"	"PY17X_1224900"
"p_OG0002093"	"PCHAS_122250"	"PVX_088095"	"PBANKA_122180"	"PF3D7_0711200"	"PCOAH_00001140"	"PCYB_011840"	"PY17X_1225000"
"p_OG0002094"	"PCHAS_122260"	"PVX_088100"	"PBANKA_122190"	"PF3D7_0711300"	"PCOAH_00001230"	"PCYB_011850"	"PY17X_1225100"
