"Orthogroup"	"human"	"mouse"	"monkey"
"h_OG0008388"	"ENSG00000188676"	"ENSMUSG00000031549"	"ENSMMUG00000019306"
"h_OG0008389"	"ENSG00000090661"	"ENSMUSG00000008206"	"ENSMMUG00000011178"
"h_OG0008390"	"ENSG00000150938"	"ENSMUSG00000024074"	"ENSMMUG00000048261"
"h_OG0008391"	"ENSG00000116678"	"ENSMUSG00000057722"	"ENSMMUG00000003265"
"h_OG0008392"	"ENSG00000153208"	"ENSMUSG00000014361"	"ENSMMUG00000010066"
"h_OG0008393"	"ENSG00000183729"	"ENSMUSG00000033774"	"ENSMMUG00000020909"
"h_OG0008394"	"ENSG00000112167"	"ENSMUSG00000045107"	"ENSMMUG00000015747"
"h_OG0008395"	"ENSG00000082556"	"ENSMUSG00000025905"	"ENSMMUG00000038011"
"h_OG0008396"	"ENSG00000084731"	"ENSMUSG00000020668"	"ENSMMUG00000019293"
"h_OG0008397"	"ENSG00000139645"	"ENSMUSG00000014498"	"ENSMMUG00000008679"
"h_OG0008398"	"ENSG00000128564"	"ENSMUSG00000037428"	"ENSMMUG00000010164"
"h_OG0008399"	"ENSG00000141542"	"ENSMUSG00000025170"	"ENSMMUG00000029768"
"h_OG0008400"	"ENSG00000080546"	"ENSMUSG00000038332"	"ENSMMUG00000018232"
"h_OG0008401"	"ENSG00000205022"	"ENSMUSG00000069867"	"ENSMMUG00000012438"
"h_OG0008402"	"ENSG00000196576"	"ENSMUSG00000036606"	"ENSMMUG00000008331"
"h_OG0008403"	"ENSG00000105131"	"ENSMUSG00000037577"	"ENSMMUG00000021384"
"h_OG0008404"	"ENSG00000067208"	"ENSMUSG00000011831"	"ENSMMUG00000005070"
"h_OG0008405"	"ENSG00000162032"	"ENSMUSG00000024160"	"ENSMMUG00000018596"
"h_OG0008406"	"ENSG00000108179"	"ENSMUSG00000021868"	"ENSMMUG00000003189"
"h_OG0008407"	"ENSG00000132170"	"ENSMUSG00000000440"	"ENSMMUG00000007191"
"h_OG0008408"	"ENSG00000146858"	"ENSMUSG00000047749"	"ENSMMUG00000006549"
"h_OG0008409"	"ENSG00000106144"	"ENSMUSG00000029863"	"ENSMMUG00000043809"
"h_OG0008410"	"ENSG00000262919"	"ENSMUSG00000049489"	"ENSMMUG00000011480"
"h_OG0008411"	"ENSG00000159173"	"ENSMUSG00000026418"	"ENSMMUG00000046222"
"h_OG0008412"	"ENSG00000140943"	"ENSMUSG00000031835"	"ENSMMUG00000020053"
"h_OG0008413"	"ENSG00000186143"	"ENSMUSG00000042888"	"ENSMMUG00000002393"
"h_OG0008414"	"ENSG00000163792"	"ENSMUSG00000006642"	"ENSMMUG00000015867"
"h_OG0008415"	"ENSG00000086205"	"ENSMUSG00000001773"	"ENSMMUG00000012596"
"h_OG0008416"	"ENSG00000180425"	"ENSMUSG00000042293"	"ENSMMUG00000012271"
"h_OG0008417"	"ENSG00000108010"	"ENSMUSG00000031068"	"ENSMMUG00000018429"
"h_OG0008418"	"ENSG00000157224"	"ENSMUSG00000046798"	"ENSMMUG00000023657"
"h_OG0008419"	"ENSG00000176853"	"ENSMUSG00000037119"	"ENSMMUG00000019646"
"h_OG0008420"	"ENSG00000171302"	"ENSMUSG00000025575"	"ENSMMUG00000021613"
"h_OG0008421"	"ENSG00000107937"	"ENSMUSG00000021149"	"ENSMMUG00000010813"
"h_OG0008422"	"ENSG00000134183"	"ENSMUSG00000009108"	"ENSMMUG00000005819"
"h_OG0008423"	"ENSG00000104687"	"ENSMUSG00000031584"	"ENSMMUG00000039030"
"h_OG0008424"	"ENSG00000092853"	"ENSMUSG00000042489"	"ENSMMUG00000010961"
"h_OG0008425"	"ENSG00000186847"	"ENSMUSG00000045545"	"ENSMMUG00000009895"
"h_OG0008426"	"ENSG00000120251"	"ENSMUSG00000033981"	"ENSMMUG00000018272"
"h_OG0008427"	"ENSG00000213625"	"ENSMUSG00000035212"	"ENSMMUG00000003264"
"h_OG0008428"	"ENSG00000104331"	"ENSMUSG00000066324"	"ENSMMUG00000014650"
"h_OG0008429"	"ENSG00000121680"	"ENSMUSG00000027222"	"ENSMMUG00000008878"
"h_OG0008430"	"ENSG00000087008"	"ENSMUSG00000029098"	"ENSMMUG00000006234"
"h_OG0008431"	"ENSG00000186973"	"ENSMUSG00000049154"	"ENSMMUG00000040431"
"h_OG0008432"	"ENSG00000065135"	"ENSMUSG00000000001"	"ENSMMUG00000005818"
"h_OG0008433"	"ENSG00000106113"	"ENSMUSG00000003476"	"ENSMMUG00000011758"
"h_OG0008434"	"ENSG00000170381"	"ENSMUSG00000063531"	"ENSMMUG00000001979"
"h_OG0008435"	"ENSG00000155530"	"ENSMUSG00000056215"	"ENSMMUG00000000915"
"h_OG0008436"	"ENSG00000186832"	"ENSMUSG00000053797"	"ENSMMUG00000009893"
"h_OG0008437"	"ENSG00000169154"	"ENSMUSG00000039720"	"ENSMMUG00000047166"
"h_OG0008438"	"ENSG00000136527"	"ENSMUSG00000022858"	"ENSMMUG00000001185"
"h_OG0008439"	"ENSG00000099769"	"ENSMUSG00000046070"	"ENSMMUG00000018598"
"h_OG0008440"	"ENSG00000178226"	"ENSMUSG00000070371"	"ENSMMUG00000002033"
"h_OG0008441"	"ENSG00000175318"	"ENSMUSG00000074259"	"ENSMMUG00000018756"
"h_OG0008442"	"ENSG00000095906"	"ENSMUSG00000039183"	"ENSMMUG00000018597"
"h_OG0008443"	"ENSG00000170469"	"ENSMUSG00000117874"	"ENSMMUG00000023071"
"h_OG0008444"	"ENSG00000115963"	"ENSMUSG00000017144"	"ENSMMUG00000016040"
"h_OG0008445"	"ENSG00000128408"	"ENSMUSG00000022431"	"ENSMMUG00000023007"
"h_OG0008446"	"ENSG00000116337"	"ENSMUSG00000027889"	"ENSMMUG00000005820"
"h_OG0008447"	"ENSG00000159176"	"ENSMUSG00000026421"	"ENSMMUG00000020772"
"h_OG0008448"	"ENSG00000143369"	"ENSMUSG00000028108"	"ENSMMUG00000006257"
"h_OG0008449"	"ENSG00000134917"	"ENSMUSG00000031994"	"ENSMMUG00000003300"
"h_OG0008450"	"ENSG00000125998"	"ENSMUSG00000074647"	"ENSMMUG00000018210"
"h_OG0008451"	"ENSG00000067064"	"ENSMUSG00000058258"	"ENSMMUG00000017115"
"h_OG0008452"	"ENSG00000171827"	"ENSMUSG00000037001"	"ENSMMUG00000011083"
"h_OG0008453"	"ENSG00000058091"	"ENSMUSG00000028926"	"ENSMMUG00000007470"
"h_OG0008454"	"ENSG00000135502"	"ENSMUSG00000040441"	"ENSMMUG00000001181"
"h_OG0008455"	"ENSG00000135472"	"ENSMUSG00000023011"	"ENSMMUG00000022913"
"h_OG0008456"	"ENSG00000003147"	"ENSMUSG00000062995"	"ENSMMUG00000005435"
"h_OG0008457"	"ENSG00000112041"	"ENSMUSG00000037446"	"ENSMMUG00000005064"
"h_OG0008458"	"ENSG00000255072"	"ENSMUSG00000010607"	"ENSMMUG00000010318"
"h_OG0008459"	"ENSG00000162522"	"ENSMUSG00000050390"	"ENSMMUG00000019743"
"h_OG0008460"	"ENSG00000198553"	"ENSMUSG00000046168"	"ENSMMUG00000010899"
"h_OG0008461"	"ENSG00000147324"	"ENSMUSG00000070056"	"ENSMMUG00000016708"
"h_OG0008462"	"ENSG00000196437"	"ENSMUSG00000059975"	"ENSMMUG00000016168"
"h_OG0008463"	"ENSG00000198862"	"ENSMUSG00000052299"	"ENSMMUG00000015728"
"h_OG0008464"	"ENSG00000141560"	"ENSMUSG00000039253"	"ENSMMUG00000014660"
"h_OG0008465"	"ENSG00000064763"	"ENSMUSG00000030303"	"ENSMMUG00000015810"
"h_OG0008466"	"ENSG00000108309"	"ENSMUSG00000006575"	"ENSMMUG00000013983"
"h_OG0008467"	"ENSG00000196914"	"ENSMUSG00000059495"	"ENSMMUG00000012254"
"h_OG0008468"	"ENSG00000143398"	"ENSMUSG00000028126"	"ENSMMUG00000005228"
"h_OG0008469"	"ENSG00000214827"	"ENSMUSG00000031200"	"ENSMMUG00000010251"
"h_OG0008470"	"ENSG00000106125"	"ENSMUSG00000038022"	"ENSMMUG00000011761"
"h_OG0008471"	"ENSG00000240771"	"ENSMUSG00000019467"	"ENSMMUG00000031819"
"h_OG0008472"	"ENSG00000134042"	"ENSMUSG00000064036"	"ENSMMUG00000022472"
"h_OG0008473"	"ENSG00000016082"	"ENSMUSG00000042258"	"ENSMMUG00000003984"
"h_OG0008474"	"ENSG00000165527"	"ENSMUSG00000044147"	"ENSMMUG00000041889"
"h_OG0008475"	"ENSG00000172269"	"ENSMUSG00000032123"	"ENSMMUG00000014872"
"h_OG0008476"	"ENSG00000215788"	"ENSMUSG00000024793"	"ENSMMUG00000023677"
"h_OG0008477"	"ENSG00000138641"	"ENSMUSG00000029804"	"ENSMMUG00000010138"
"h_OG0008478"	"ENSG00000153214"	"ENSMUSG00000014353"	"ENSMMUG00000002231"
"h_OG0008479"	"ENSG00000104626"	"ENSMUSG00000031527"	"ENSMMUG00000008867"
"h_OG0008480"	"ENSG00000056277"	"ENSMUSG00000036916"	"ENSMMUG00000015609"
"h_OG0008481"	"ENSG00000132640"	"ENSMUSG00000062098"	"ENSMMUG00000037665"
"h_OG0008482"	"ENSG00000183496"	"ENSMUSG00000057706"	"ENSMMUG00000018639"
"h_OG0008483"	"ENSG00000184140"	"ENSMUSG00000108827"	"ENSMMUG00000037902"
"h_OG0008484"	"ENSG00000115919"	"ENSMUSG00000026866"	"ENSMMUG00000021330"
"h_OG0008485"	"ENSG00000087502"	"ENSMUSG00000030304"	"ENSMMUG00000015811"
"h_OG0008486"	"ENSG00000117395"	"ENSMUSG00000028729"	"ENSMMUG00000002640"
"h_OG0008487"	"ENSG00000085382"	"ENSMUSG00000038822"	"ENSMMUG00000014703"
"h_OG0008488"	"ENSG00000165632"	"ENSMUSG00000025782"	"ENSMMUG00000013101"
"h_OG0008489"	"ENSG00000179295"	"ENSMUSG00000043733"	"ENSMMUG00000013253"
"h_OG0008490"	"ENSG00000130528"	"ENSMUSG00000038239"	"ENSMMUG00000007537"
"h_OG0008491"	"ENSG00000135454"	"ENSMUSG00000006731"	"ENSMMUG00000001182"
"h_OG0008492"	"ENSG00000165119"	"ENSMUSG00000021546"	"ENSMMUG00000018871"
"h_OG0008493"	"ENSG00000165973"	"ENSMUSG00000055409"	"ENSMMUG00000009055"
"h_OG0008494"	"ENSG00000211460"	"ENSMUSG00000026374"	"ENSMMUG00000021119"
"h_OG0008495"	"ENSG00000170579"	"ENSMUSG00000003279"	"ENSMMUG00000001471"
"h_OG0008496"	"ENSG00000170871"	"ENSMUSG00000029190"	"ENSMMUG00000016999"
"h_OG0008497"	"ENSG00000116793"	"ENSMUSG00000058388"	"ENSMMUG00000017819"
"h_OG0008498"	"ENSG00000177432"	"ENSMUSG00000055430"	"ENSMMUG00000010140"
"h_OG0008499"	"ENSG00000179178"	"ENSMUSG00000050854"	"ENSMMUG00000012766"
"h_OG0008500"	"ENSG00000277443"	"ENSMUSG00000069662"	"ENSMMUG00000008934"
"h_OG0008501"	"ENSG00000177054"	"ENSMUSG00000030471"	"ENSMMUG00000007041"
"h_OG0008502"	"ENSG00000272325"	"ENSMUSG00000024213"	"ENSMMUG00000019532"
"h_OG0008503"	"ENSG00000243710"	"ENSMUSG00000028730"	"ENSMMUG00000002642"
"h_OG0008504"	"ENSG00000122335"	"ENSMUSG00000015659"	"ENSMMUG00000029510"
"h_OG0008505"	"ENSG00000105793"	"ENSMUSG00000040464"	"ENSMMUG00000023656"
"h_OG0008506"	"ENSG00000172375"	"ENSMUSG00000032120"	"ENSMMUG00000014875"
"h_OG0008507"	"ENSG00000214814"	"ENSMUSG00000037106"	"ENSMMUG00000016375"
"h_OG0008508"	"ENSG00000134571"	"ENSMUSG00000002100"	"ENSMMUG00000015604"
"h_OG0008509"	"ENSG00000105290"	"ENSMUSG00000006651"	"ENSMMUG00000019753"
"h_OG0008510"	"ENSG00000136542"	"ENSMUSG00000026828"	"ENSMMUG00000017717"
"h_OG0008511"	"ENSG00000106392"	"ENSMUSG00000042460"	"ENSMMUG00000038690"
"h_OG0008512"	"ENSG00000188037"	"ENSMUSG00000029862"	"ENSMMUG00000012632"
"h_OG0008513"	"ENSG00000153250"	"ENSMUSG00000026970"	"ENSMMUG00000016825"
"h_OG0008514"	"ENSG00000116497"	"ENSMUSG00000040928"	"ENSMMUG00000000308"
"h_OG0008515"	"ENSG00000196433"	"ENSMUSG00000093806"	"ENSMMUG00000032601"
"h_OG0008516"	"ENSG00000180176"	"ENSMUSG00000000214"	"ENSMMUG00000003912"
"h_OG0008517"	"ENSG00000125991"	"ENSMUSG00000005881"	"ENSMMUG00000023456"
"h_OG0008518"	"ENSG00000174871"	"ENSMUSG00000024873"	"ENSMMUG00000006950"
"h_OG0008519"	"ENSG00000104412"	"ENSMUSG00000022337"	"ENSMMUG00000019260"
"h_OG0008520"	"ENSG00000134684"	"ENSMUSG00000028811"	"ENSMMUG00000019746"
"h_OG0008521"	"ENSG00000116171"	"ENSMUSG00000028603"	"ENSMMUG00000004952"
"h_OG0008522"	"ENSG00000169122"	"ENSMUSG00000049119"	"ENSMMUG00000041477"
"h_OG0008523"	"ENSG00000155099"	"ENSMUSG00000028221"	"ENSMMUG00000042263"
"h_OG0008524"	"ENSG00000174851"	"ENSMUSG00000024875"	"ENSMMUG00000001403"
"h_OG0008525"	"ENSG00000132854"	"ENSMUSG00000035407"	"ENSMMUG00000010351"
"h_OG0008526"	"ENSG00000161798"	"ENSMUSG00000044217"	"ENSMMUG00000041186"
"h_OG0008527"	"ENSG00000136541"	"ENSMUSG00000026830"	"ENSMMUG00000038413"
"h_OG0008528"	"ENSG00000108691"	"ENSMUSG00000035385"	"ENSMMUG00000000288"
"h_OG0008529"	"ENSG00000128487"	"ENSMUSG00000042331"	"ENSMMUG00000018579"
"h_OG0008530"	"ENSG00000167580"	"ENSMUSG00000023013"	"ENSMMUG00000038256"
"h_OG0008531"	"ENSG00000137965"	"ENSMUSG00000028037"	"ENSMMUG00000002350"
"h_OG0008532"	"ENSG00000100483"	"ENSMUSG00000049882"	"ENSMMUG00000007460"
"h_OG0008533"	"ENSG00000073921"	"ENSMUSG00000039361"	"ENSMMUG00000019618"
"h_OG0008534"	"ENSG00000144152"	"ENSMUSG00000027386"	"ENSMMUG00000002234"
"h_OG0008535"	"ENSG00000105939"	"ENSMUSG00000029826"	"ENSMMUG00000006550"
"h_OG0008536"	"ENSG00000167460"	"ENSMUSG00000031799"	"ENSMMUG00000015783"
"h_OG0008537"	"ENSG00000178927"	"ENSMUSG00000039294"	"ENSMMUG00000019222"
"h_OG0008538"	"ENSG00000198901"	"ENSMUSG00000038943"	"ENSMMUG00000005109"
"h_OG0008539"	"ENSG00000165424"	"ENSMUSG00000055538"	"ENSMMUG00000020559"
"h_OG0008540"	"ENSG00000120784"	"ENSMUSG00000047473"	"ENSMMUG00000047387"
"h_OG0008541"	"ENSG00000143624"	"ENSMUSG00000027933"	"ENSMMUG00000019482"
"h_OG0008542"	"ENSG00000160183"	"ENSMUSG00000024034"	"ENSMMUG00000018079"
"h_OG0008543"	"ENSG00000138768"	"ENSMUSG00000029407"	"ENSMMUG00000021835"
"h_OG0008544"	"ENSG00000169435"	"ENSMUSG00000029370"	"ENSMMUG00000003833"
"h_OG0008545"	"ENSG00000175556"	"ENSMUSG00000016239"	"ENSMMUG00000016431"
"h_OG0008546"	"ENSG00000022355"	"ENSMUSG00000010803"	"ENSMMUG00000007296"
"h_OG0008547"	"ENSG00000114423"	"ENSMUSG00000022637"	"ENSMMUG00000007565"
"h_OG0008548"	"ENSG00000102302"	"ENSMUSG00000025265"	"ENSMMUG00000012613"
"h_OG0008549"	"ENSG00000135636"	"ENSMUSG00000033788"	"ENSMMUG00000007176"
"h_OG0008550"	"ENSG00000145780"	"ENSMUSG00000033319"	"ENSMMUG00000041582"
"h_OG0008551"	"ENSG00000198700"	"ENSMUSG00000041879"	"ENSMMUG00000001916"
"h_OG0008552"	"ENSG00000154654"	"ENSMUSG00000022762"	"ENSMMUG00000004300"
"h_OG0008553"	"ENSG00000180964"	"ENSMUSG00000051579"	"ENSMMUG00000048916"
"h_OG0008554"	"ENSG00000103160"	"ENSMUSG00000034189"	"ENSMMUG00000045253"
"h_OG0008555"	"ENSG00000102924"	"ENSMUSG00000031654"	"ENSMMUG00000022217"
"h_OG0008556"	"ENSG00000205060"	"ENSMUSG00000018999"	"ENSMMUG00000000916"
"h_OG0008557"	"ENSG00000158435"	"ENSMUSG00000003135"	"ENSMMUG00000001147"
"h_OG0008558"	"ENSG00000144161"	"ENSMUSG00000027387"	"ENSMMUG00000044163"
"h_OG0008559"	"ENSG00000145715"	"ENSMUSG00000021549"	"ENSMMUG00000003245"
"h_OG0008560"	"ENSG00000119523"	"ENSMUSG00000039740"	"ENSMMUG00000010662"
"h_OG0008561"	"ENSG00000154134"	"ENSMUSG00000032128"	"ENSMMUG00000021576"
"h_OG0008562"	"ENSG00000177575"	"ENSMUSG00000008845"	"ENSMMUG00000005150"
"h_OG0008563"	"ENSG00000099284"	"ENSMUSG00000020086"	"ENSMMUG00000006395"
"h_OG0008564"	"ENSG00000175573"	"ENSMUSG00000047423"	"ENSMMUG00000008654"
"h_OG0008565"	"ENSG00000178573"	"ENSMUSG00000055435"	"ENSMMUG00000037756"
"h_OG0008566"	"ENSG00000134369"	"ENSMUSG00000009418"	"ENSMMUG00000001908"
"h_OG0008567"	"ENSG00000164587"	"ENSMUSG00000024608"	"ENSMMUG00000002848"
"h_OG0008568"	"ENSG00000184898"	"ENSMUSG00000036249"	"ENSMMUG00000044949"
"h_OG0008569"	"ENSG00000156510"	"ENSMUSG00000020080"	"ENSMMUG00000003849"
"h_OG0008570"	"ENSG00000042286"	"ENSMUSG00000020085"	"ENSMMUG00000006392"
"h_OG0008571"	"ENSG00000013725"	"ENSMUSG00000024670"	"ENSMMUG00000044417"
"h_OG0008572"	"ENSG00000086159"	"ENSMUSG00000043144"	"ENSMMUG00000021688"
"h_OG0008573"	"ENSG00000179580"	"ENSMUSG00000008482"	"ENSMMUG00000007940"
"h_OG0008574"	"ENSG00000143384"	"ENSMUSG00000038612"	"ENSMMUG00000008221"
"h_OG0008575"	"ENSG00000011009"	"ENSMUSG00000028670"	"ENSMMUG00000019551"
"h_OG0008576"	"ENSG00000162552"	"ENSMUSG00000036856"	"ENSMMUG00000042519"
"h_OG0008577"	"ENSG00000283434"	"ENSMUSG00000068167"	"ENSMMUG00000045282"
"h_OG0008578"	"ENSG00000148357"	"ENSMUSG00000055632"	"ENSMMUG00000047733"
"h_OG0008579"	"ENSG00000143382"	"ENSMUSG00000015850"	"ENSMMUG00000008218"
"h_OG0008580"	"ENSG00000124356"	"ENSMUSG00000006906"	"ENSMMUG00000010864"
"h_OG0008581"	"ENSG00000164626"	"ENSMUSG00000023243"	"ENSMMUG00000008993"
"h_OG0008582"	"ENSG00000120068"	"ENSMUSG00000056648"	"ENSMMUG00000020868"
"h_OG0008583"	"ENSG00000141867"	"ENSMUSG00000024002"	"ENSMMUG00000021382"
"h_OG0008584"	"ENSG00000205464"	"ENSMUSG00000078958"	"ENSMMUG00000029954"
"h_OG0008585"	"ENSG00000154099"	"ENSMUSG00000031831"	"ENSMMUG00000008568"
"h_OG0008586"	"ENSG00000188343"	"ENSMUSG00000028218"	"ENSMMUG00000005557"
"h_OG0008587"	"ENSG00000008441"	"ENSMUSG00000001911"	"ENSMMUG00000019292"
"h_OG0008588"	"ENSG00000166106"	"ENSMUSG00000033453"	"ENSMMUG00000003301"
"h_OG0008589"	"ENSG00000102466"	"ENSMUSG00000025551"	"ENSMMUG00000002875"
"h_OG0008590"	"ENSG00000142920"	"ENSMUSG00000028789"	"ENSMMUG00000006285"
"h_OG0008591"	"ENSG00000105048"	"ENSMUSG00000064179"	"ENSMMUG00000006169"
"h_OG0008592"	"ENSG00000103168"	"ENSMUSG00000031832"	"ENSMMUG00000008569"
"h_OG0008593"	"ENSG00000154511"	"ENSMUSG00000029270"	"ENSMMUG00000005073"
"h_OG0008594"	"ENSG00000070614"	"ENSMUSG00000054008"	"ENSMMUG00000005414"
"h_OG0008595"	"ENSG00000198542"	"ENSMUSG00000032925"	"ENSMMUG00000002873"
"h_OG0008596"	"ENSG00000140299"	"ENSMUSG00000011958"	"ENSMMUG00000020348"
"h_OG0008597"	"ENSG00000156194"	"ENSMUSG00000029410"	"ENSMMUG00000015716"
"h_OG0008598"	"ENSG00000163870"	"ENSMUSG00000002871"	"ENSMMUG00000000756"
"h_OG0008599"	"ENSG00000130175"	"ENSMUSG00000003402"	"ENSMMUG00000002328"
"h_OG0008600"	"ENSG00000166152"	"ENSMUSG00000069971"	"ENSMMUG00000019881"
"h_OG0008601"	"ENSG00000172766"	"ENSMUSG00000022020"	"ENSMMUG00000011590"
"h_OG0008602"	"ENSG00000143554"	"ENSMUSG00000027932"	"ENSMMUG00000019487"
"h_OG0008603"	"ENSG00000116001"	"ENSMUSG00000071337"	"ENSMMUG00000001126"
"h_OG0008604"	"ENSG00000135540"	"ENSMUSG00000039835"	"ENSMMUG00000000123"
"h_OG0008605"	"ENSG00000164841"	"ENSMUSG00000054409"	"ENSMMUG00000016221"
"h_OG0008606"	"ENSG00000172156"	"ENSMUSG00000020676"	"ENSMMUG00000009783"
"h_OG0008607"	"ENSG00000162618"	"ENSMUSG00000039167"	"ENSMMUG00000023345"
"h_OG0008608"	"ENSG00000156521"	"ENSMUSG00000020087"	"ENSMMUG00000006391"
"h_OG0008609"	"ENSG00000174417"	"ENSMUSG00000038760"	"ENSMMUG00000008734"
"h_OG0008610"	"ENSG00000129214"	"ENSMUSG00000005202"	"ENSMMUG00000013513"
"h_OG0008611"	"ENSG00000105771"	"ENSMUSG00000002210"	"ENSMMUG00000014543"
"h_OG0008612"	"ENSG00000198791"	"ENSMUSG00000031601"	"ENSMMUG00000001873"
"h_OG0008613"	"ENSG00000134480"	"ENSMUSG00000021548"	"ENSMMUG00000003248"
"h_OG0008614"	"ENSG00000148343"	"ENSMUSG00000026858"	"ENSMMUG00000011765"
"h_OG0008615"	"ENSG00000185664"	"ENSMUSG00000025359"	"ENSMMUG00000018816"
"h_OG0008616"	"ENSG00000140307"	"ENSMUSG00000033543"	"ENSMMUG00000046086"
"h_OG0008617"	"ENSG00000140287"	"ENSMUSG00000027360"	"ENSMMUG00000002877"
"h_OG0008618"	"ENSG00000084733"	"ENSMUSG00000020671"	"ENSMMUG00000039805"
"h_OG0008619"	"ENSG00000051620"	"ENSMUSG00000019853"	"ENSMMUG00000000122"
"h_OG0008620"	"ENSG00000176204"	"ENSMUSG00000052581"	"ENSMMUG00000000181"
"h_OG0008621"	"ENSG00000176769"	"ENSMUSG00000091002"	"ENSMMUG00000010593"
"h_OG0008622"	"ENSG00000104872"	"ENSMUSG00000003423"	"ENSMMUG00000022116"
"h_OG0008623"	"ENSG00000102935"	"ENSMUSG00000045333"	"ENSMMUG00000021261"
"h_OG0008624"	"ENSG00000148702"	"ENSMUSG00000025075"	"ENSMMUG00000001207"
"h_OG0008625"	"ENSG00000159784"	"ENSMUSG00000029861"	"ENSMMUG00000012633"
"h_OG0008626"	"ENSG00000215203"	"ENSMUSG00000068082"	"ENSMMUG00000030349"
"h_OG0008627"	"ENSG00000173918"	"ENSMUSG00000017446"	"ENSMMUG00000009504"
"h_OG0008628"	"ENSG00000089169"	"ENSMUSG00000029608"	"ENSMMUG00000012778"
"h_OG0008629"	"ENSG00000140297"	"ENSMUSG00000032226"	"ENSMMUG00000018426"
"h_OG0008630"	"ENSG00000006377"	"ENSMUSG00000029754"	"ENSMMUG00000040199"
"h_OG0008631"	"ENSG00000113269"	"ENSMUSG00000020376"	"ENSMMUG00000013347"
"h_OG0008632"	"ENSG00000163421"	"ENSMUSG00000030069"	"ENSMMUG00000018494"
"h_OG0008633"	"ENSG00000183665"	"ENSMUSG00000037085"	"ENSMMUG00000015490"
"h_OG0008634"	"ENSG00000075213"	"ENSMUSG00000028883"	"ENSMMUG00000007555"
"h_OG0008635"	"ENSG00000197893"	"ENSMUSG00000049134"	"ENSMMUG00000001208"
"h_OG0008636"	"ENSG00000135541"	"ENSMUSG00000019986"	"ENSMMUG00000009368"
"h_OG0008637"	"ENSG00000120526"	"ENSMUSG00000038736"	"ENSMMUG00000006103"
"h_OG0008638"	"ENSG00000187094"	"ENSMUSG00000032532"	"ENSMMUG00000001077"
"h_OG0008639"	"ENSG00000198003"	"ENSMUSG00000039632"	"ENSMMUG00000016505"
"h_OG0008640"	"ENSG00000140955"	"ENSMUSG00000024266"	"ENSMMUG00000019188"
"h_OG0008641"	"ENSG00000119787"	"ENSMUSG00000059811"	"ENSMMUG00000008463"
"h_OG0008642"	"ENSG00000173011"	"ENSMUSG00000029196"	"ENSMMUG00000017002"
"h_OG0008643"	"ENSG00000132405"	"ENSMUSG00000029192"	"ENSMMUG00000017000"
"h_OG0008644"	"ENSG00000175550"	"ENSMUSG00000024914"	"ENSMMUG00000008655"
"h_OG0008645"	"ENSG00000119508"	"ENSMUSG00000028341"	"ENSMMUG00000011410"
"h_OG0008646"	"ENSG00000187772"	"ENSMUSG00000063804"	"ENSMMUG00000014470"
"h_OG0008647"	"ENSG00000130119"	"ENSMUSG00000025266"	"ENSMMUG00000008231"
"h_OG0008648"	"ENSG00000135338"	"ENSMUSG00000032258"	"ENSMMUG00000004356"
"h_OG0008649"	"ENSG00000135469"	"ENSMUSG00000039914"	"ENSMMUG00000031834"
"h_OG0008650"	"ENSG00000184524"	"ENSMUSG00000060240"	"ENSMMUG00000042839"
"h_OG0008651"	"ENSG00000184716"	"ENSMUSG00000046110"	"ENSMMUG00000022770"
"h_OG0008652"	"ENSG00000155959"	"ENSMUSG00000031197"	"ENSMMUG00000015095"
"h_OG0008653"	"ENSG00000171365"	"ENSMUSG00000004317"	"ENSMMUG00000023056"
"h_OG0008654"	"ENSG00000167608"	"ENSMUSG00000019734"	"ENSMMUG00000009704"
"h_OG0008655"	"ENSG00000078142"	"ENSMUSG00000033628"	"ENSMMUG00000014553"
"h_OG0008656"	"ENSG00000157796"	"ENSMUSG00000037890"	"ENSMMUG00000002756"
"h_OG0008657"	"ENSG00000177042"	"ENSMUSG00000025505"	"ENSMMUG00000045207"
"h_OG0008658"	"ENSG00000047249"	"ENSMUSG00000033793"	"ENSMMUG00000004064"
"h_OG0008659"	"ENSG00000166181"	"ENSMUSG00000027193"	"ENSMMUG00000008827"
"h_OG0008660"	"ENSG00000048342"	"ENSMUSG00000039765"	"ENSMMUG00000009383"
"h_OG0008661"	"ENSG00000115998"	"ENSMUSG00000046679"	"ENSMMUG00000039823"
"h_OG0008662"	"ENSG00000167916"	"ENSMUSG00000020913"	"ENSMMUG00000023592"
"h_OG0008663"	"ENSG00000167004"	"ENSMUSG00000027248"	"ENSMMUG00000001682"
"h_OG0008664"	"ENSG00000181744"	"ENSMUSG00000045414"	"ENSMMUG00000017055"
"h_OG0008665"	"ENSG00000123609"	"ENSMUSG00000026946"	"ENSMMUG00000017781"
"h_OG0008666"	"ENSG00000177030"	"ENSMUSG00000058886"	"ENSMMUG00000002660"
"h_OG0008667"	"ENSG00000176715"	"ENSMUSG00000015016"	"ENSMMUG00000023245"
"h_OG0008668"	"ENSG00000250423"	"ENSMUSG00000091556"	"ENSMMUG00000019533"
"h_OG0008669"	"ENSG00000188177"	"ENSMUSG00000042851"	"ENSMMUG00000016430"
"h_OG0008670"	"ENSG00000184677"	"ENSMUSG00000060862"	"ENSMMUG00000018618"
"h_OG0008671"	"ENSG00000161618"	"ENSMUSG00000007833"	"ENSMMUG00000022117"
"h_OG0008672"	"ENSG00000141504"	"ENSMUSG00000069835"	"ENSMMUG00000013511"
